"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"2","28587fd5-e9c6-4dd9-ac2f-2a80d9d69ec2","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"4","09f4496e-72c5-42ff-a4bf-aadcbf739397","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",2,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"5","8721c42a-1e64-4c60-a40f-26b41ec3f51a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Male",1,NA,"JRUEB",NA
"6","8ea10abd-5835-4fda-b592-ba3533c3311a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"7","39915ebd-b013-4681-9903-9debb0ab7166","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",50,"singing","No","Male",1,NA,"JRUEB",NA
"8","0d6d00c8-9401-400c-afef-813edad380dd","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",1,"2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"11","d8a29e39-89fe-4db0-98b6-4251603b6c8e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",6,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
"12","707dbdc6-53c5-4135-b136-2e683f1759cb","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",4,"Y","UNWO","Picidae sp.","family",NA,50,"drumming","No","Unknown",1,NA,"JRUEB",NA
"13","3de966a7-9ff8-47c2-a0fc-b3f50658c8ff","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"15","bb9efaf3-f6db-4754-adc0-4ceafd86997c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"16","4f029ed3-acbf-46ad-801d-04a68b5cec28","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"18","bf6c5226-2d64-4ab1-9860-88549656b0e9","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"19","67d6d8f6-2c80-4237-a669-b30224892bf7","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",2,"2017-06-21T09:22Z",1,"BRD.BART.2017.1",5,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",55,"calling","No","Unknown",1,NA,"JRUEB",NA
"20","7ce89faa-b1f4-448c-89bb-f8e2cc6d957b","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"23","16c9afa4-63ca-460a-9a4a-c600662366ae","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Male",1,NA,"JRUEB",NA
"26","847df036-3769-466a-a068-b1506166f425","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",70,"singing","No","Male",1,NA,"JRUEB",NA
"27","a83cdde7-af98-4e19-84d5-c875dad0779c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",3,"2017-06-21T09:38Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"29","10a01e83-691d-4620-9dbd-cf6916ea7438","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"30","dc7e303f-f136-447b-b024-f0a4c3347726","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"31","5d248947-f277-4bd3-9e2a-0863211baca3","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Male",1,NA,"JRUEB",NA
"33","299dc623-6b4b-4a2f-ab64-9f0577545cb6","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"34","c4d65add-c0a7-4b5d-9a82-20c7e877c232","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",6,"2017-06-21T09:57Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"39","32edaa78-e4dc-4fa6-b0ba-8523d7f33b49","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",4,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",20,"calling","Yes","Unknown",1,NA,"JRUEB",NA
"40","9d8f3db0-a5b9-4d56-a5dc-133638bdccad","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",1,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",70,"calling","No","Unknown",1,NA,"JRUEB",NA
"41","25fd3d8c-0491-4474-8e1e-024050cd66e0","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"42","032bef94-e007-48c9-ac85-c53f8096ee05","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"43","d227a18f-a07e-4a11-bc1b-a3c086afdca5","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Male",1,NA,"JRUEB",NA
"44","68555b31-d6e1-4255-ab86-c22c280626ec","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"45","985f2231-5455-4a94-9145-683e6dfd4915","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",5,"2017-06-21T10:13Z",1,"BRD.BART.2017.1",4,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"47","913cb134-3a64-4fe7-ab52-08c5695b21d4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",4,"2017-06-21T10:28Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"52","d058d996-6bbc-4e56-a366-570ca1b12282","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",4,"2017-06-21T10:28Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"54","525a8ec9-dc99-4b6e-b59e-54cfbd735cde","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",4,"2017-06-21T10:28Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"56","9df691a7-95fc-49f9-8cc5-1800d5873736","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",3,"Y","UNWO","Picidae sp.","family",NA,80,"drumming","No","Unknown",1,NA,"JRUEB",NA
"57","49b59a54-8578-4d88-960e-6e1ecc9f3277","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",2,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"58","76984a4e-f91d-4cc8-8fbf-fd14cc4fcac6","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"59","8655461c-2d6e-4dd9-978a-7386360c473f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",50,"singing","No","Male",1,NA,"JRUEB",NA
"61","c0cb82cf-7d09-415e-a83a-3e949a638fa9","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",4,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
"62","cf0b7588-108f-49f9-8b89-42a81a425008","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",45,"singing","No","Male",1,NA,"JRUEB",NA
"63","a59a48db-b2fa-47b5-a80f-0dd1716cb477","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",7,"2017-06-21T10:42Z",1,"BRD.BART.2017.1",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"64","8c7d5354-4c12-408b-b0f3-2b1901b1c071","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","VEER","Catharus fuscescens","species","Veery",20,"singing","No","Male",1,NA,"JRUEB",NA
"66","7a786413-b8da-45dd-8bdb-f21d9ec5e037","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"68","9259cda9-bbc7-4d7c-9cdc-2e3255855353","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",2,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"69","9eddd383-9a4b-460e-89da-c60a39a4ece5","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",15,"singing","No","Male",1,NA,"JRUEB",NA
"71","76025578-524d-426b-a7cb-e04d3b9af8c5","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"73","407bdf90-79c9-4002-ab71-ea7e461259f4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"74","e3139c38-fbc3-4326-a688-513991c8cfc4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"75","a03ad03c-cdce-4209-9906-1c1547356fca","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",8,"2017-06-21T10:58Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"76","878eab0e-b713-4bc8-a4e3-3b3af4b35189","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",9,"2017-06-21T11:19Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",25,"singing","No","Male",1,NA,"JRUEB",NA
"79","8f741362-dec9-4bd3-ad1b-312d6e01cc45","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",9,"2017-06-21T11:19Z",1,"BRD.BART.2017.1",6,"Y","RTHU","Archilochus colubris","species","Ruby-throated Hummingbird",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"81","9810dfc7-0df8-44c9-b02a-30b6dae9db6f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",9,"2017-06-21T11:19Z",1,"BRD.BART.2017.1",4,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"82","1017f2a5-ab5c-450d-a2c3-7575e8dc9614","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",9,"2017-06-21T11:19Z",1,"BRD.BART.2017.1",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",50,"singing","No","Male",1,NA,"JRUEB",NA
"83","2152dabb-1c0b-43a8-a745-3c48f61963a4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed",9,"2017-06-21T11:19Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"85","f6c1d9d1-d507-4906-b603-688ce3e8a53e","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2017-06-21T11:58Z",1,"BRD.BART.2017.1",2,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",35,"calling","No","Unknown",1,NA,"JRUEB",NA
"86","ea1a77f5-9519-439e-bf7e-4da974f53adf","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2017-06-21T11:58Z",1,"BRD.BART.2017.1",1,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",30,"calling","No","Unknown",1,NA,"JRUEB",NA
"88","fdf1878d-efb8-4edc-95f3-656acc5311ea","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",9,"2017-06-21T11:58Z",1,"BRD.BART.2017.1",1,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"91","c344d75c-765b-4998-a7cf-d6dee782237d","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",8,"2017-06-21T12:14Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Male",1,NA,"JRUEB",NA
"92","5d462bdb-6d95-4f7a-8aaf-12c65a154e4c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",8,"2017-06-21T12:14Z",1,"BRD.BART.2017.1",4,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",55,"singing","No","Male",1,NA,"JRUEB",NA
"93","23487ab7-7394-4772-828c-9dcb38514587","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",8,"2017-06-21T12:14Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"95","476c0edb-2315-4f0c-a0fd-50544c48291f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed",8,"2017-06-21T12:14Z",1,"BRD.BART.2017.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
